Name,Id,TotalNumRide,TotalNumGetOff,NumRideByCard,NumGetOffByCard,NumRideByCash,AveNumGetOff
계양구청,41180,8140,9685,7945,9685,195,575
계양구청,41188,4038,1881,3936,1881,102,190
계양구청,41197,47,2451,45,2451,2,80
계양구청앞,41204,8318,3806,8137,3806,181,391
계양국제어학관,41651,10,44,10,44,0,1
계양도서관,41251,6500,10746,6396,10746,104,556
계양문화회관,41248,2030,1633,1998,1633,32,118
계양문화회관,41255,2894,4487,2858,4487,36,238
계양산성박물관,41285,1470,1904,1431,1904,39,108
계양산성박물관,41286,951,2309,942,2309,9,105
계양산장미원 입구(계산동자연풀장),41186,969,773,966,773,3,56
계양산장미원 입구(계산동자연풀장),41189,580,1602,563,1602,17,70
계양산전통시장,41297,673,4827,658,4827,15,177
계양산전통시장,41298,5090,1287,4883,1287,207,205
계양산전통시장,41306,20309,18918,19945,18918,364,1265
계양산지구대,41281,921,1438,909,1438,12,76
계양산지구대,41282,826,1231,787,1231,39,66
계양새마을금고,41094,1390,1598,1353,1598,37,96
계양새마을금고,41097,1649,2106,1598,2106,51,121
계양세무서,41054,1337,1185,1316,1185,21,81
계양세무서,41058,765,1278,752,1278,13,65
계양센트레빌1단지,41550,5887,5639,5749,5639,138,371
계양센트레빌1단지,41627,1060,646,1054,646,6,55
계양센트레빌1단지,41628,195,751,194,751,1,30
계양센트레빌1단지(111동앞),41551,7394,6058,7335,6058,59,433
계양센트레빌2단지,41625,228,827,224,827,4,34
계양여성회관,41404,3547,4433,3495,4433,52,257
계양역,41357,108704,57161,108324,57161,380,5350
계양역,41358,64314,93773,64059,93773,255,5099
계양역(귤현역방면),41659,4543,51,4514,51,29,148
계양임광그대가아파트,41118,3605,160,3440,160,165,121
계양종합사회복지관,41120,609,1521,605,1521,4,68
계양종합사회복지관,41121,1788,755,1735,755,53,82
계양중학교,41340,2884,1185,2785,1185,99,131
계양중학교,41341,1708,7765,1670,7765,38,305
계양체육관(아시아드양궁장),41454,528,971,525,971,3,48
계양체육관(아시아드양궁장),41455,1761,801,1741,801,20,82
계양체육관(아시아드양궁장),41567,2572,613,2560,613,12,102
계양체육관(아시아드양궁장),41568,577,4738,570,4738,7,171
계양체육관(효성해링턴플레이스),41440,4181,813,4162,813,19,161
계양체육관.대동아파트,41173,49,1661,37,1661,12,55
고구1리입구,90006,72,6,67,6,5,2
고구1리입구,90007,3,53,3,53,0,1
고구2리마을회관입구,90014,1,108,1,108,0,3
고구2리마을회관입구,90015,128,3,117,3,11,4
고구저수지,90008,25,19,24,19,1,1
고구저수지,90009,17,25,16,25,1,1
고구촌,90012,0,55,0,55,0,1
고구촌,90013,78,3,75,3,3,2
고능2리 종점,90372,13,4,8,4,5,0
고능2리능촌마을회관,90371,0,9,0,9,0,0
고능리공소,90208,113,97,95,97,18,6
고능리입구,43291,19,54,16,54,3,2
고능리입구,43534,62,1,62,1,0,2
고다니마을9단지,80362,109,51,107,51,2,5
고려산업,39486,957,1413,945,1413,12,76
고려양행,39111,1030,1692,1011,1692,19,87
고려저수지입구,43249,40,78,40,78,0,3
고려저수지입구,43486,53,31,51,31,2,2
고비고개정상,43569,10,0,10,0,0,0
고비고개정상,43844,0,16,0,16,0,0
고산마을입구,90016,5,82,4,82,1,2
고산마을입구,90017,55,4,52,4,3,1
고산촌,43544,132,45,116,45,16,5
고산촌,43779,39,92,35,92,4,4
고상골,43269,3,65,1,65,2,2
고상골,43382,45,13,44,13,1,1
고상골입구,43266,133,11,111,11,22,4
고상골입구,43552,8,86,7,86,1,3
고속터미널,31017,16530,301,16489,301,41,542
고속터미널,31018,625,25562,622,25562,3,844
고시기(가재골),43770,14,1,9,1,5,0
고시기(가재골),90126,0,1,0,1,0,0
고염나무골,35473,21,127,21,127,0,4
고염나무골,35474,164,15,161,15,3,5
고인돌입구,43550,1,30,1,30,0,1
고인돌체육관(태권도경기장),43383,9,6,8,6,1,0
고인돌체육관앞,90045,87,461,85,461,2,17
고인돌체육관앞,90046,560,136,545,136,15,22
고잔고등학교,39691,292,2662,276,2662,16,95
고잔마을,43284,64,0,58,0,6,2
고잔마을,43532,2,47,2,47,0,1
고창마을.KCC,80328,228,160,228,160,0,12
고창촌,43076,41,88,38,88,3,4
고창촌입구,43166,21,5,19,5,2,0
고창촌입구,43345,3,15,3,15,0,0
고천3리마을회관,43341,109,3,101,3,8,3
고천3리마을회관,43574,1,59,1,59,0,1
고천5리마을회관,90341,17,0,14,0,3,0
고천5리마을회관,90345,1,18,1,18,0,0
고천교,43339,14,26,12,26,2,1
고천교,43849,32,2,20,2,12,1
고촌역,80061,4598,512,4594,512,4,164
고촌역,80062,453,7929,453,7929,0,270
고합아파트,70036,164,112,147,112,17,8
고향산천,43464,18,12,18,12,0,0
고향산천,43610,21,24,18,24,3,1
곡촌,43427,23,18,22,18,1,1
곡촌,43457,80,8,70,8,10,2
곡촌,43789,52,30,52,30,0,2
곡촌,43816,5,86,4,86,1,2
곤능,43197,11,82,10,82,1,3
곤능,43319,32,7,27,7,5,1
골드클래스,42936,284,907,198,907,86,38
공개마을,90195,14,0,14,0,0,0
공개마을,90196,1,16,1,16,0,0
공구상가,36092,400,1602,382,1602,18,64
공구상가.간동입구,80021,1039,112,1018,112,21,37
공군8547부대앞,35718,10,46,10,46,0,1
공군8547부대앞,35719,6,136,6,136,0,4
공단공구상가,92048,0,19,0,19,0,0
공단공원앞,42739,196,241,196,241,0,14
공단공원앞,42740,208,56,207,56,1,8
공단본부,42270,363,942,360,942,3,42
공단본부,42756,3290,1023,3269,1023,21,139
공단본부,42757,1026,2516,1019,2516,7,114
공단사거리,42995,5,930,5,930,0,30
공단사거리,42996,1262,10,1186,10,76,41
공단사거리,89069,3,400,3,400,0,13
공단사거리,89070,506,529,480,529,26,33
공단소방서,39062,1352,3575,1343,3575,9,158
공단시장,37426,3173,5980,3101,5980,72,295
공단시장,37427,7881,3359,7810,3359,71,362
공단오거리,40565,1641,590,1626,590,15,71
공단오거리,40566,430,2704,428,2704,2,101
공단유통상가,42940,54,1210,44,1210,10,40
공단유통상가,42941,1335,36,1232,36,103,44
공단자동차,42022,1664,2112,1637,2112,27,121
공단치안센터,37444,1569,881,1549,881,20,79
공단치안센터,37445,345,1717,344,1717,1,66
공단회관,39119,1414,4035,1399,4035,15,175
공단회관,39123,3294,1073,3276,1073,18,140
공설운동장,43091,47,385,47,385,0,13
공설운동장,43092,233,190,219,190,14,13
공숙입구,43290,4,89,4,89,0,3
공숙입구,43490,22,50,21,50,1,2
공영산업,89148,16,630,16,630,0,20
공작아파트,39479,2105,3716,2022,3716,83,187
공작아파트,39480,3105,4861,3069,4861,36,256
공장단지입구,42555,186,152,176,152,10,10
공촌마을,42323,4839,3152,4722,3152,117,257
공촌마을,42598,2432,4357,2363,4357,69,219
공촌사거리,42324,16338,10341,16299,10341,39,860
공촌사거리,42330,14519,14383,14399,14383,120,932
공촌사거리,42331,677,573,671,573,6,40
공촌사거리(한국아파트),42322,5179,5165,5124,5165,55,333
공촌정수장,42340,187,105,177,105,10,9
공촌정수장,42341,63,259,63,259,0,10
공항고등학교,35116,2879,465,2638,465,241,107
공항고속도로진입(미정차),35644,1,0,1,0,0,0
공항교회앞,35123,1159,1950,1145,1950,14,100
공항신도시(메디컬사거리),35258,574,1863,559,1863,15,78
공항중학교,35117,761,1950,741,1950,20,87
공항초등학교,35087,105,456,103,456,2,18
공항회센터,35745,55,6,52,6,3,1
관곡마을,90104,0,8,0,8,0,0
관곡마을,90105,18,0,18,0,0,0
관광밸트입구,43874,0,2,0,2,0,0
관광밸트입구,43875,0,4,0,4,0,0
관교여자중학교,37226,9184,8444,8993,8444,191,568
관교여자중학교,37229,2316,2558,2273,2558,43,157
관교여자중학교,37231,3318,4048,3200,4048,118,237
관교중학교,37200,214,1023,212,1023,2,39
관교중학교(약수터),37202,4956,8058,4843,8058,113,419
관교중학교(약수터),37203,10914,6531,10666,6531,248,562
관리공단본부,42720,722,105,716,105,6,26
관창마을,35252,1510,924,1441,924,69,78
관창마을,35253,1853,2014,1816,2014,37,124
광명아파트,37434,14514,6852,14413,6852,101,689
광명아파트,39348,7593,14465,7534,14465,59,711
광명아파트,39835,15,895,9,895,6,29
광명아파트,40590,2788,967,2712,967,76,121
광명아파트,40817,7658,1510,7524,1510,134,295
광명아파트,41096,550,2466,519,2466,31,97
광명아파트,41098,2595,788,2546,788,49,109
광명아파트,41108,15610,21797,15416,21797,194,1206
광명아파트,41448,2658,8266,2540,8266,118,352
광명역IC진입(미정차),53043,1,0,1,0,0,0
광명역IC출입(미정차),53042,12,0,12,0,0,0
광명항,35708,143,2,140,2,3,4
광명항,35714,1956,1759,1950,1759,6,119
광명항(샘꾸미),35730,20,5,20,5,0,0
광성보,43674,37,108,37,108,0,4
광성오리,43128,11,4,11,4,0,0
광성오리,43862,10,32,10,32,0,1
광일아파트,40855,3605,1153,3522,1153,83,153
광일아파트,40874,1760,3218,1720,3218,40,160
교대역,31013,27255,26456,27222,26456,33,1732
교대입구,41141,2102,3015,2070,3015,32,165
교대입구,41142,3002,2351,2897,2351,105,172
교대후문,41362,1264,249,1255,249,9,48
교대후문,41363,239,2703,230,2703,9,94
교동중고후문,90024,12,108,10,108,2,3
교동중고후문,90025,156,10,139,10,17,5
교보생명,37357,21621,82949,21361,82949,260,3373
교산교회,43496,53,15,48,15,5,2
교산교회,43719,24,26,21,26,3,1
교산리입구,43694,35,30,23,30,12,2
교산리입구,43748,18,36,15,36,3,1
교산상회앞,43494,4,3,2,3,2,0
교산상회앞,43715,5,1,5,1,0,0
교육개발원입구,31005,1028,10,1028,10,0,33
교육개발원입구,31006,36,1046,36,1046,0,34
교통방송사거리,37538,815,2362,755,2362,60,102
교통방송사거리,37539,1101,1591,1065,1591,36,86
교통연수원,41191,589,2061,545,2061,44,85
교통연수원,41192,2263,1131,2243,1131,20,109
교회앞,43216,12,4,9,4,3,0
교회앞,43309,24,14,24,14,0,1
교회앞,43430,24,14,21,14,3,1
교회앞,43818,28,30,25,30,3,1
교회앞,90338,1,20,1,20,0,0
교회앞,90348,17,0,16,0,1,0
구검문소,43196,0,78,0,78,0,2
구검문소,43622,114,0,113,0,1,3
구능재,90193,27,8,24,8,3,1
구능재,90194,2,27,2,27,0,0
구도일주유소,40902,113,1390,110,1390,3,48
구두물입구,35219,357,240,357,240,0,19
구래리,80006,283,1559,263,1559,20,59
구래리,80007,1687,414,1659,414,28,67
구래역,80337,8833,15726,8731,15726,102,792
구래역,80338,19328,8797,18835,8797,493,907
구렁목,43950,155,11,142,11,13,5
구렁목,43951,13,118,13,118,0,4
구름다리,35735,8,86,8,86,0,3
구름다리,35736,36,1,36,1,0,1
구반포역.세화고등학교,31031,1681,31,1680,31,1,55
구봉도입구,62035,36,391,35,391,1,13
구봉도입구,62037,388,24,378,24,10,13
구북성초교,43506,2,3,2,3,0,0
구북성초교,43656,5,6,5,6,0,0
구산사거리,40233,716,465,709,465,7,38
구산사거리,40842,470,20582,382,20582,88,679
구산사거리,40843,3735,7293,3547,7293,188,355
구산중학교,40518,752,798,735,798,17,50
구선택초교,43239,5,4,5,4,0,0
구선택초교,43896,3,5,3,5,0,0
구월1동행정복지센터,39967,851,2,849,2,2,27
구월1동행정복지센터,39981,5,451,5,451,0,14
구월2동행정복지센터,39586,4329,361,4309,361,20,151
구월2동행정복지센터,39607,473,3601,470,3601,3,131
구월도매전통시장,39192,18016,15467,17451,15467,565,1080
구월도매전통시장,39193,19561,30026,19261,30026,300,1599
구월동로데오거리,39195,4825,1183,4767,1183,58,193
구월동우체국,39211,4107,13711,4033,13711,74,574
구월동팬더아파트,39237,9242,8888,9058,8888,184,584
구월동팬더아파트,39238,10382,7173,10099,7173,283,566
구월서초등학교,39204,7348,6053,7158,6053,190,432
구월서초등학교,39205,5882,6085,5741,6085,141,386
구월아시아드1단지,39912,508,5,494,5,14,16
구월아시아드1단지,39913,2,109,1,109,1,3
구월아시아드5단지정문,39883,2559,6171,2479,6171,80,281
구월아시아드5단지후문,39881,2303,4382,2235,4382,68,215
구월아시아드6단지,39885,22665,7799,22275,7799,390,982
구월아시아드6단지,39886,7131,15972,7048,15972,83,745
구월아시아드7단지,39892,1405,2063,1380,2063,25,111
구월아시아드8단지,39891,2621,1249,2606,1249,15,124
구월아시아드8단지,39948,42,408,41,408,1,14
구월아시아드8단지,39949,86,219,74,219,12,9
구월아시아드선수촌센트럴자이,39884,3493,2375,3441,2375,52,189
구월아시아드선수촌아파트,39202,1197,959,1188,959,9,69
구월아시아드선수촌아파트,39203,812,2010,786,2010,26,91
구월아시아드은빛호수공원,39914,10736,5543,10446,5543,290,525
구월아시아드은빛호수공원,39915,6786,6393,6610,6393,176,425
구월우체국,39213,10014,7292,9790,7292,224,558
구월중학교,39281,27364,18843,26645,18843,719,1490
구월중학교,39286,19052,29191,18620,29191,432,1556
구월체육공원,39384,3577,4677,3503,4677,74,266
구월초등학교,39832,1994,4104,1926,4104,68,196
구월초등학교,39833,4150,2448,4053,2448,97,212
구월한내들퍼스티지,39882,4096,1781,3993,1781,103,189
구장수파출소,39375,900,695,876,695,24,51
구재이,43282,45,7,40,7,5,1
구재이,43551,1,14,0,14,1,0
구정슈퍼앞,35498,17,38,17,38,0,1
구정슈퍼앞,35587,77,22,64,22,13,3
구정정미소,90284,8,17,8,17,0,0
구정정미소,90306,17,0,17,0,0,0
구중학교앞,44119,1,11,0,11,1,0
구중학교앞,44148,2,0,1,0,1,0
구하1리입구,43259,2,39,2,39,0,1
구하1리입구,43562,110,2,86,2,24,3
구하2리마을회관,43254,110,0,110,0,0,3
구하2리마을회관,43256,60,0,54,0,6,1
구하2리마을회관,43373,1,65,1,65,0,2
구하2리마을회관,43559,2,59,2,59,0,1
국궁장앞,70151,41,230,39,230,2,8
국립생물자원관,89111,219,454,216,454,3,21
국립생물자원관입구,42741,297,461,289,461,8,24
국립인천공항검역소,35430,27,383,7,383,20,13
국립인천공항검역소,35431,148,67,146,67,2,6
국민건강보험 인천부평지사,40620,1336,4866,1290,4866,46,200
국민건강보험 인천부평지사,40621,4213,1657,4123,1657,90,189
국민건강보험남부지사,37274,9262,10426,9045,10426,217,635
국민은행,38148,1968,5257,1920,5257,48,233
국민은행,38149,5175,2313,5037,2313,138,241
국민은행연수중앙지점,38129,6419,4476,6260,4476,159,351
국민은행연수중앙지점,38571,2268,4185,2211,4185,57,208
국제금융단지,89292,7450,6001,7320,6001,130,433
국제금융단지,89293,2979,5138,2971,5138,8,261
국제성모병원,89030,342,1451,326,1451,16,57
국제성모병원,89031,2503,906,2480,906,23,109
국제성모병원(종점),89369,3,112,3,112,0,3
국제업무단지(공항청사),35026,14087,2498,13777,2498,310,535
국제업무지구역,38528,1448,3157,1442,3157,6,148
국제업무지구역5번출구,38619,2366,1893,2350,1893,16,137
국제이노베이션,37573,4,1543,1,1543,3,49
국제이노베이션,37574,1282,12,1279,12,3,41
국제콘크리트,90050,58,27,55,27,3,2
국제콘크리트,90051,31,139,14,139,17,5
국제학교,38457,2357,615,2275,615,82,95
국제학교,38462,1083,2572,1046,2572,37,117
국촌,43251,136,3,116,3,20,4
국촌,43371,0,90,0,90,0,2
국화리야영장앞,43353,46,2,43,2,3,1
국화리야영장앞,43843,2,62,2,62,0,2
국화맨션,43359,0,4,0,4,0,0
국화맨션,43566,43,6,43,6,0,1
국회연수원입구,43919,1,1,1,1,0,0
국회연수원입구,43920,1,37,1,37,0,1
군인아파트,43046,140,44,140,44,0,5
군인아파트,43047,46,150,42,150,4,6
굴다리,37142,8230,91,8129,91,101,268
굴다리오거리,40231,20018,8405,19610,8405,408,916
굴다리오거리,40232,15684,23530,15453,23530,231,1264
굴다리입구,37152,7480,3763,7180,3763,300,362
굴포천,40506,2429,2403,2344,2403,85,155
굴포천,40509,2439,3717,2386,3717,53,198
굴포천역(롯데마트),40814,44631,26324,44237,26324,394,2288
굴포천역(롯데마트),40815,19493,23524,19229,23524,264,1387
굴포천역(부평농협),40507,6594,8634,6547,8634,47,491
굴포천역(부평농협),40508,9875,6447,9686,6447,189,526
굴포천역(신복사거리),40485,4387,19275,4287,19275,100,763
굴포천역(신복사거리),40498,30855,7442,30559,7442,296,1235
굴포천역(욱일아파트),40519,4986,13468,4946,13468,40,595
굴포천역(욱일아파트),40522,7518,3147,7460,3147,58,344
궁골,43346,0,8,0,8,0,0
궁골,43572,11,1,10,1,1,0
궁현사거리,37575,4,951,4,951,0,30
궁현사거리,37576,403,22,398,22,5,13
귀뚜라미보일러,42003,5,211,0,211,5,6
귀뚜라미보일러,42004,270,1,262,1,8,8
귤현감리교회,41385,2095,5511,2036,5511,59,245
귤현감리교회,41386,4791,3381,4706,3381,85,263
귤현동마을입구,41326,612,124,607,124,5,23
귤현동마을입구,41328,94,602,94,602,0,22
귤현아이파크정문,41572,2286,471,2279,471,7,88
귤현역,41331,5996,4809,5969,4809,27,348
귤현역,41332,1769,918,1763,918,6,86
귤현차량기지(센트레빌3단지),41443,3163,849,3142,849,21,129
귤현차량기지(센트레빌3단지),41444,1281,3874,1246,3874,35,166
귤현차량기지(안골공원),41618,1057,1946,1046,1946,11,96
귤현차량기지(안골공원),41619,133,598,123,598,10,23
귤현현대아이파크,41620,706,1912,698,1912,8,84
그린나래지하차도,35648,13,396,11,396,2,13
그린나래지하차도,35649,2179,734,2163,734,16,93
그린빌라,42222,2212,1495,2143,1495,69,119
그린빌라,42602,1356,3116,1340,3116,16,144
그린힐아파트.e편한세상아파트,40194,317,1821,315,1821,2,68
극동.금호아파트,39272,5061,7501,4898,7501,163,405
극동.금호아파트,39278,6276,5514,6174,5514,102,380
극지연구소,39918,2706,2703,2687,2703,19,174
극지연구소,39919,4235,3032,4201,3032,34,234
근대문화거리입구,35369,2331,4171,2247,4171,84,209
근대문화거리입구,35370,3161,1901,3054,1901,107,163
근로복지공단인천병원,40145,11866,13365,11696,13365,170,813
근로복지공단인천병원,40155,20888,11309,20775,11309,113,1038
글로벌캠퍼스푸르지오,39841,2765,7995,2667,7995,98,347
글로벌파크,39975,612,944,609,944,3,50
글로벌파크,39976,127,1612,120,1612,7,56
글로벌파크베르디움,39840,7143,1716,7066,1716,77,285
금강다이아몬드,39007,621,1760,596,1760,25,76
금강다이아몬드,39008,982,447,980,447,2,46
금강마을,55066,1843,2404,1744,2404,99,137
금강마을,55068,4995,845,4955,845,40,188
